Date,AGG,EEM,EFA,GLD,SPY,TLT,VNQ
2017-06-22,84.55547332763672,33.690155029296875,49.68928909301758,118.91999816894531,211.05865478515625,98.33761596679688,58.97382354736328
2017-06-23,84.57086944580078,33.86970901489258,49.811641693115234,119.43000030517578,211.3106689453125,98.29144287109375,59.17845916748047
2017-06-26,84.64768981933594,34.19617462158203,49.895751953125,118.36000061035156,211.44976806640625,98.66067504882812,59.60041427612305
2017-06-27,84.39411163330078,33.7962532043457,49.888092041015625,118.80999755859375,209.7462615966797,97.60687255859375,59.06593704223633
2017-06-28,84.42483520507812,34.05741500854492,50.323974609375,118.9000015258789,211.62353515625,97.28380584716797,59.20658493041992
2017-06-29,84.26349639892578,33.62486267089844,49.826934814453125,118.31999969482422,209.76368713378906,96.46844482421875,58.531463623046875
2017-06-30,84.1558837890625,33.77993392944336,49.857513427734375,118.0199966430664,210.1547088623047,96.24534606933594,58.531463623046875
2017-07-03,84.00572204589844,33.975799560546875,49.79634475708008,116.08999633789062,210.51104736328125,95.93547821044922,59.27693557739258
2017-07-05,84.05189514160156,33.9105110168457,49.79634475708008,116.5199966430664,210.99783325195312,95.9586181640625,58.4400634765625
2017-07-06,83.89019012451172,33.5024528503418,49.57459259033203,116.47000122070312,209.06832885742188,95.16463470458984,57.342979431152344
2017-07-07,83.85941314697266,33.56772994995117,49.58222961425781,115.27999877929688,210.4241943359375,94.59423828125,57.6664924621582
2017-07-10,83.89788818359375,33.88603591918945,49.70458221435547,115.47000122070312,210.65016174316406,94.73299407958984,57.13904571533203
2017-07-11,83.97490692138672,34.163516998291016,49.81929016113281,115.62000274658203,210.49368286132812,94.89488983154297,57.07573699951172
2017-07-12,84.22904968261719,34.82459259033203,50.2169075012207,116.02999877929688,212.07553100585938,95.55006408691406,57.778987884521484
2017-07-13,84.13658905029297,34.99597930908203,50.36220932006836,115.81999969482422,212.43185424804688,94.9488525390625,57.870426177978516
2017-07-14,84.22136688232422,35.43669509887695,50.71396255493164,116.7699966430664,213.42263793945312,95.0644302368164,58.42597198486328
2017-07-17,84.2598648071289,35.273468017578125,50.614566802978516,117.29000091552734,213.39657592773438,95.32657623291016,58.89717102050781
2017-07-18,84.45236206054688,35.37956237792969,50.66044235229492,118.11000061035156,213.50961303710938,96.1590347290039,58.770565032958984
2017-07-19,84.47541046142578,35.67336654663086,50.8821907043457,118.08000183105469,214.66552734375,96.19754791259766,59.213623046875
2017-07-20,84.49854278564453,35.632564544677734,51.08866500854492,118.23999786376953,214.76112365722656,96.47505187988281,58.93937683105469
2017-07-21,84.6448745727539,35.60807800292969,50.88985061645508,119.26000213623047,214.56991577148438,96.88360595703125,58.89717102050781
2017-07-24,84.56784057617188,35.71418380737305,50.752201080322266,119.30999755859375,214.51780700683594,96.50588989257812,58.78464889526367
2017-07-25,84.26754760742188,35.6244010925293,50.821014404296875,118.91999816894531,215.03919982910156,95.24943542480469,58.86200714111328
2017-07-26,84.4292221069336,35.918212890625,51.13454818725586,119.87999725341797,215.04791259765625,95.40359497070312,59.269893646240234
2017-07-27,84.30602264404297,35.722347259521484,51.019840240478516,119.79000091552734,214.84803771972656,94.93343353271484,59.34023666381836
2017-07-28,84.47541046142578,35.70600509643555,51.0733757019043,120.69000244140625,214.59597778320312,95.4960708618164,59.17845916748047
2017-07-31,84.43695068359375,35.746822357177734,51.18042755126953,120.75,214.47425842285156,95.61172485351562,59.255836486816406
2017-08-01,84.66847229003906,35.8529167175293,51.46335983276367,120.6500015258789,214.9523468017578,96.28303527832031,59.52305603027344
2017-08-02,84.6067123413086,35.885562896728516,51.48629379272461,120.4000015258789,215.0565948486328,96.33707427978516,58.98155212402344
2017-08-03,84.7765121459961,35.73866653442383,51.51689147949219,120.58999633789062,214.63941955566406,97.3335952758789,58.86200714111328
2017-08-04,84.6375961303711,35.86924743652344,51.58570861816406,119.6500015258789,215.03053283691406,96.5070571899414,59.05892562866211
2017-08-07,84.6298599243164,36.11408615112305,51.6086540222168,119.51000213623047,215.43035888671875,96.61519622802734,58.995628356933594
2017-08-08,84.5527114868164,36.122249603271484,51.33335494995117,119.86000061035156,214.900146484375,96.267578125,58.714317321777344
2017-08-09,84.6298599243164,35.79579162597656,51.249244689941406,121.30999755859375,214.89151000976562,96.79283905029297,58.517417907714844
2017-08-10,84.71476745605469,34.9470100402832,50.52279281616211,122.20999908447266,211.85821533203125,97.61943817138672,58.095458984375
2017-08-11,84.78421783447266,35.02862548828125,50.431034088134766,122.79000091552734,212.17112731933594,97.6657943725586,57.73678970336914
2017-08-14,84.74564361572266,35.38772201538086,50.798091888427734,121.91999816894531,214.2743682861328,97.16366577148438,58.70026779174805
2017-08-15,84.62217712402344,35.428524017333984,50.759849548339844,120.9800033569336,214.24832153320312,96.75424194335938,58.52445983886719
2017-08-16,84.7765121459961,35.79579162597656,51.05043029785156,121.87000274658203,214.6220703125,97.1095962524414,58.756534576416016
2017-08-17,84.89994049072266,35.338748931884766,50.47690963745117,122.48999786376953,211.27587890625,97.83570098876953,58.39083480834961
2017-08-18,84.84593963623047,35.64072799682617,50.614566802978516,122.30000305175781,210.94561767578125,97.81256103515625,57.80010223388672
2017-08-21,84.90766906738281,35.77131271362305,50.59926223754883,122.76000213623047,211.11080932617188,98.05197143554688,58.41896438598633
2017-08-22,84.83052062988281,36.17121887207031,50.843955993652344,122.20999908447266,213.318359375,97.67349243164062,58.25019073486328
2017-08-23,85.0234603881836,36.34260940551758,50.85160827636719,122.66999816894531,212.55352783203125,98.33784484863281,58.84794235229492
2017-08-24,84.9153823852539,36.45686340332031,50.73690414428711,122.29000091552734,212.05812072753906,97.97479248046875,58.66509246826172
2017-08-25,84.97716522216797,36.66905975341797,51.04277420043945,122.73999786376953,212.55352783203125,98.35325622558594,58.94638442993164
2017-08-28,85.00800323486328,36.53847122192383,51.04277420043945,124.69000244140625,212.56228637695312,98.29145812988281,58.49633026123047
2017-08-29,85.13150024414062,36.47317886352539,50.83631134033203,124.41999816894531,212.8055877685547,98.60820770263672,58.43303298950195
2017-08-30,85.11603546142578,36.53031539916992,50.767494201660156,124.36000061035156,213.81375122070312,98.57731628417969,58.76355743408203
2017-08-31,85.23178100585938,36.58745193481445,51.15748596191406,125.81999969482422,215.10009765625,98.87088775634766,59.101112365722656
2017-09-01,85.03843688964844,36.85676956176758,51.226295471191406,126.05999755859375,215.40420532226562,98.11456298828125,59.305049896240234
2017-09-05,85.38642120361328,36.375247955322266,50.8821907043457,127.45999908447266,213.8572235107422,99.67047882080078,59.1432991027832
2017-09-06,85.29368591308594,36.611934661865234,51.195709228515625,126.80999755859375,214.58726501464844,99.05896759033203,59.29802703857422
2017-09-07,85.50245666503906,36.88124465942383,51.61629104614258,128.1300048828125,214.56118774414062,100.07295989990234,59.677757263183594
2017-09-08,85.40189361572266,36.63641357421875,51.62394332885742,127.97000122070312,214.3091583251953,99.85628509521484,59.72702407836914
